,Measure,Country,ISO3,Indicator,Unit,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
138,World,World,WLD,Change in mean sea level: Sea level,Millimeters,-17.02,-19.55529411764706,-14.858235294117648,-9.436129032258064,-5.8876470588235295,-1.8806060606060604,-2.7775757575757574,-3.744242424242424,0.5270588235294118,5.863333333333333,7.768571428571428,11.135890410958904,12.775555555555556,15.033538461538463,18.43111111111111,18.61189189189189,23.92673076923077,26.345342465753426,27.71121621621622,25.976849315068492,36.87579710144927,37.69019230769231,41.72555555555556,50.464594594594594,53.92257142857143,53.94098039215686,57.700270270270266,64.09486486486486,66.81702702702702,71.50756756756758,73.79405405405406,79.68594594594595,77.23565217391305
